snapshot_datetime,facility_id,unit_id,unit_code,licensed_beds,staffed_beds,blocked_beds,occupied_beds,available_beds,pending_admissions,pending_discharges,occupancy_rate,is_at_capacity
2026-08-06 00:00:00,330101,330101-MICU,MICU,23,22,1,21,0,14,0,1.0,1
2026-08-06 00:00:00,330101,330101-SICU,SICU,17,16,0,13,3,14,0,0.8125,0
2026-08-06 00:00:00,330101,330101-CVICU,CVICU,15,13,0,10,3,14,0,0.7692,0
2026-08-06 00:00:00,330101,330101-SDU,SDU,25,24,1,23,0,14,0,1.0,1
2026-08-06 00:00:00,330101,330101-TELE,TELE,38,35,1,33,1,14,0,0.9706,1
2026-08-06 00:00:00,330101,330101-PACU,PACU,13,12,0,3,9,14,0,0.25,0
2026-08-06 00:00:00,330101,330101-MS,MS,139,130,2,107,21,14,0,0.8359,0
2026-08-06 00:00:00,330101,330101-ONC,ONC,23,21,1,16,4,14,0,0.8,0
2026-08-06 00:00:00,330101,330101-PEDS,PEDS,21,20,0,13,7,14,1,0.65,0
2026-08-06 00:00:00,330101,330101-LD,LD,17,16,0,9,7,14,1,0.5625,0
2026-08-06 00:00:00,330101,330101-PP,PP,23,21,1,14,6,14,0,0.7,0
2026-08-06 00:00:00,330101,330101-PSY,PSY,25,23,1,13,9,14,0,0.5909,0
2026-08-06 00:00:00,330102,330102-MICU,MICU,34,33,1,32,0,15,0,1.0,1
2026-08-06 00:00:00,330102,330102-SICU,SICU,24,21,0,17,4,15,0,0.8095,0
2026-08-06 00:00:00,330102,330102-CVICU,CVICU,21,20,0,16,4,15,0,0.8,0
2026-08-06 00:00:00,330102,330102-NICU,NICU,18,16,1,15,0,15,0,1.0,1
2026-08-06 00:00:00,330102,330102-SDU,SDU,37,34,1,33,0,15,0,1.0,1
2026-08-06 00:00:00,330102,330102-TELE,TELE,55,49,0,49,0,15,0,1.0,1
2026-08-06 00:00:00,330102,330102-PACU,PACU,18,16,0,15,1,15,1,0.9375,1
2026-08-06 00:00:00,330102,330102-MS,MS,201,178,7,147,24,15,0,0.8596,1
2026-08-06 00:00:00,330102,330102-ONC,ONC,34,32,1,24,7,15,0,0.7742,0
2026-08-06 00:00:00,330102,330102-PEDS,PEDS,30,29,0,25,4,15,0,0.8621,1
2026-08-06 00:00:00,330102,330102-LD,LD,24,23,1,16,6,15,0,0.7273,0
2026-08-06 00:00:00,330102,330102-PP,PP,34,31,1,19,11,15,0,0.6333,0
2026-08-06 00:00:00,330102,330102-PSY,PSY,37,35,1,28,6,15,0,0.8235,0
2026-08-06 00:00:00,330102,330102-REHAB,REHAB,18,16,0,15,1,15,0,0.9375,1
2026-08-06 00:00:00,050201,050201-MICU,MICU,21,20,0,18,2,9,0,0.9,1
2026-08-06 00:00:00,050201,050201-SICU,SICU,15,13,1,11,1,9,0,0.9167,1
2026-08-06 00:00:00,050201,050201-CVICU,CVICU,13,12,0,7,5,9,0,0.5833,0
2026-08-06 00:00:00,050201,050201-SDU,SDU,23,21,1,20,0,9,0,1.0,1
2026-08-06 00:00:00,050201,050201-TELE,TELE,34,30,1,29,0,9,1,1.0,1
2026-08-06 00:00:00,050201,050201-PACU,PACU,11,10,0,8,2,9,0,0.8,0
2026-08-06 00:00:00,050201,050201-MS,MS,125,118,2,106,10,9,0,0.9138,1
2026-08-06 00:00:00,050201,050201-ONC,ONC,21,20,1,14,5,9,0,0.7368,0
