snapshot_datetime,facility_id,unit_id,unit_code,licensed_beds,staffed_beds,blocked_beds,occupied_beds,available_beds,pending_admissions,pending_discharges,occupancy_rate,is_at_capacity
2026-08-05 00:00:00,330101,330101-MICU,MICU,23,22,1,20,1,7,0,0.9524,1
2026-08-05 00:00:00,330101,330101-SICU,SICU,17,16,0,11,5,7,0,0.6875,0
2026-08-05 00:00:00,330101,330101-CVICU,CVICU,15,13,0,7,6,7,0,0.5385,0
2026-08-05 00:00:00,330101,330101-SDU,SDU,25,24,1,23,0,7,0,1.0,1
2026-08-05 00:00:00,330101,330101-TELE,TELE,38,35,1,32,2,7,0,0.9412,1
2026-08-05 00:00:00,330101,330101-PACU,PACU,13,12,0,5,7,7,0,0.4167,0
2026-08-05 00:00:00,330101,330101-MS,MS,139,130,2,107,21,7,1,0.8359,0
2026-08-05 00:00:00,330101,330101-ONC,ONC,23,21,1,12,8,7,0,0.6,0
2026-08-05 00:00:00,330101,330101-PEDS,PEDS,21,20,0,14,6,7,0,0.7,0
2026-08-05 00:00:00,330101,330101-LD,LD,17,16,0,8,8,7,0,0.5,0
2026-08-05 00:00:00,330101,330101-PP,PP,23,21,1,12,8,7,0,0.6,0
2026-08-05 00:00:00,330101,330101-PSY,PSY,25,23,1,13,9,7,0,0.5909,0
2026-08-05 00:00:00,330102,330102-MICU,MICU,34,33,1,32,0,20,0,1.0,1
2026-08-05 00:00:00,330102,330102-SICU,SICU,24,21,0,18,3,20,0,0.8571,1
2026-08-05 00:00:00,330102,330102-CVICU,CVICU,21,20,0,17,3,20,0,0.85,1
2026-08-05 00:00:00,330102,330102-NICU,NICU,18,16,1,15,0,20,0,1.0,1
2026-08-05 00:00:00,330102,330102-SDU,SDU,37,34,1,32,1,20,0,0.9697,1
2026-08-05 00:00:00,330102,330102-TELE,TELE,55,49,0,48,1,20,0,0.9796,1
2026-08-05 00:00:00,330102,330102-PACU,PACU,18,16,0,16,0,20,0,1.0,1
2026-08-05 00:00:00,330102,330102-MS,MS,201,178,7,147,24,20,3,0.8596,1
2026-08-05 00:00:00,330102,330102-ONC,ONC,34,32,1,19,12,20,0,0.6129,0
2026-08-05 00:00:00,330102,330102-PEDS,PEDS,30,29,0,23,6,20,1,0.7931,0
2026-08-05 00:00:00,330102,330102-LD,LD,24,23,1,16,6,20,0,0.7273,0
2026-08-05 00:00:00,330102,330102-PP,PP,34,31,1,22,8,20,0,0.7333,0
2026-08-05 00:00:00,330102,330102-PSY,PSY,37,35,1,28,6,20,0,0.8235,0
2026-08-05 00:00:00,330102,330102-REHAB,REHAB,18,16,0,13,3,20,0,0.8125,0
2026-08-05 00:00:00,050201,050201-MICU,MICU,21,20,0,19,1,14,0,0.95,1
2026-08-05 00:00:00,050201,050201-SICU,SICU,15,13,1,10,2,14,0,0.8333,0
2026-08-05 00:00:00,050201,050201-CVICU,CVICU,13,12,0,7,5,14,0,0.5833,0
2026-08-05 00:00:00,050201,050201-SDU,SDU,23,21,1,20,0,14,0,1.0,1
2026-08-05 00:00:00,050201,050201-TELE,TELE,34,30,1,29,0,14,0,1.0,1
2026-08-05 00:00:00,050201,050201-PACU,PACU,11,10,0,9,1,14,0,0.9,1
2026-08-05 00:00:00,050201,050201-MS,MS,125,118,2,115,1,14,0,0.9914,1
2026-08-05 00:00:00,050201,050201-ONC,ONC,21,20,1,13,6,14,0,0.6842,0
2026-08-05 00:00:00,050201,050201-PEDS,PEDS,19,18,0,10,8,14,1,0.5556,0
2026-08-05 00:00:00,050201,050201-LD,LD,15,14,0,13,1,14,0,0.9286,1
2026-08-05 00:00:00,050201,050201-PP,PP,21,19,1,12,6,14,0,0.6667,0
2026-08-05 00:00:00,050201,050201-PSY,PSY,23,20,0,16,4,14,0,0.8,0
2026-08-05 00:00:00,030301,030301-MICU,MICU,14,14,0,13,1,7,0,0.9286,1
2026-08-05 00:00:00,030301,030301-SDU,SDU,15,13,0,13,0,7,0,1.0,1
2026-08-05 00:00:00,030301,030301-TELE,TELE,22,20,1,17,2,7,1,0.8947,1
2026-08-05 00:00:00,030301,030301-PACU,PACU,8,7,0,1,6,7,0,0.1429,0
2026-08-05 00:00:00,030301,030301-MS,MS,82,76,1,69,6,7,0,0.92,1
2026-08-05 00:00:00,030301,030301-PEDS,PEDS,12,11,0,9,2,7,0,0.8182,0
2026-08-05 00:00:00,030301,030301-LD,LD,10,9,0,5,4,7,0,0.5556,0
2026-08-05 00:00:00,030301,030301-PP,PP,14,13,0,10,3,7,0,0.7692,0
2026-08-05 00:00:00,140401,140401-MICU,MICU,19,18,1,17,0,6,0,1.0,1
2026-08-05 00:00:00,140401,140401-SICU,SICU,14,13,0,13,0,6,0,1.0,1
2026-08-05 00:00:00,140401,140401-CVICU,CVICU,12,11,0,8,3,6,0,0.7273,0
2026-08-05 00:00:00,140401,140401-SDU,SDU,20,19,0,18,1,6,0,0.9474,1
2026-08-05 00:00:00,140401,140401-TELE,TELE,31,30,1,28,1,6,0,0.9655,1
2026-08-05 00:00:00,140401,140401-PACU,PACU,10,9,0,3,6,6,0,0.3333,0
2026-08-05 00:00:00,140401,140401-MS,MS,112,101,4,84,13,6,0,0.866,1
2026-08-05 00:00:00,140401,140401-ONC,ONC,19,17,0,11,6,6,0,0.6471,0
2026-08-05 00:00:00,140401,140401-PEDS,PEDS,17,15,1,7,7,6,0,0.5,0
2026-08-05 00:00:00,140401,140401-LD,LD,14,13,0,7,6,6,0,0.5385,0
2026-08-05 00:00:00,140401,140401-PP,PP,19,17,1,12,4,6,0,0.75,0
2026-08-05 00:00:00,140401,140401-PSY,PSY,20,18,0,12,6,6,0,0.6667,0
2026-08-05 00:00:00,110501,110501-MICU,MICU,6,6,0,4,2,1,0,0.6667,0
2026-08-05 00:00:00,110501,110501-TELE,TELE,9,8,0,8,0,1,0,1.0,1
2026-08-05 00:00:00,110501,110501-PACU,PACU,4,4,0,4,0,1,0,1.0,1
2026-08-05 00:00:00,110501,110501-MS,MS,31,27,0,24,3,1,0,0.8889,1
2026-08-05 01:00:00,330101,330101-MICU,MICU,23,22,1,19,2,8,1,0.9048,1
2026-08-05 01:00:00,330101,330101-SICU,SICU,17,16,0,11,5,8,0,0.6875,0
2026-08-05 01:00:00,330101,330101-CVICU,CVICU,15,13,0,7,6,8,0,0.5385,0
2026-08-05 01:00:00,330101,330101-SDU,SDU,25,24,1,23,0,8,0,1.0,1
2026-08-05 01:00:00,330101,330101-TELE,TELE,38,35,1,32,2,8,0,0.9412,1
2026-08-05 01:00:00,330101,330101-PACU,PACU,13,12,0,5,7,8,0,0.4167,0
2026-08-05 01:00:00,330101,330101-MS,MS,139,130,2,105,23,8,0,0.8203,0
2026-08-05 01:00:00,330101,330101-ONC,ONC,23,21,1,12,8,8,0,0.6,0
2026-08-05 01:00:00,330101,330101-PEDS,PEDS,21,20,0,14,6,8,0,0.7,0
2026-08-05 01:00:00,330101,330101-LD,LD,17,16,0,8,8,8,0,0.5,0
2026-08-05 01:00:00,330101,330101-PP,PP,23,21,1,12,8,8,0,0.6,0
2026-08-05 01:00:00,330101,330101-PSY,PSY,25,23,1,13,9,8,0,0.5909,0
2026-08-05 01:00:00,330102,330102-MICU,MICU,34,33,1,31,1,18,1,0.9688,1
2026-08-05 01:00:00,330102,330102-SICU,SICU,24,21,0,19,2,18,0,0.9048,1
2026-08-05 01:00:00,330102,330102-CVICU,CVICU,21,20,0,18,2,18,0,0.9,1
2026-08-05 01:00:00,330102,330102-NICU,NICU,18,16,1,15,0,18,0,1.0,1
2026-08-05 01:00:00,330102,330102-SDU,SDU,37,34,1,32,1,18,0,0.9697,1
2026-08-05 01:00:00,330102,330102-TELE,TELE,55,49,0,48,1,18,0,0.9796,1
2026-08-05 01:00:00,330102,330102-PACU,PACU,18,16,0,16,0,18,0,1.0,1
2026-08-05 01:00:00,330102,330102-MS,MS,201,178,7,146,25,18,1,0.8538,1
2026-08-05 01:00:00,330102,330102-ONC,ONC,34,32,1,19,12,18,0,0.6129,0
2026-08-05 01:00:00,330102,330102-PEDS,PEDS,30,29,0,22,7,18,0,0.7586,0
2026-08-05 01:00:00,330102,330102-LD,LD,24,23,1,16,6,18,0,0.7273,0
2026-08-05 01:00:00,330102,330102-PP,PP,34,31,1,20,10,18,1,0.6667,0
2026-08-05 01:00:00,330102,330102-PSY,PSY,37,35,1,28,6,18,0,0.8235,0
2026-08-05 01:00:00,330102,330102-REHAB,REHAB,18,16,0,13,3,18,0,0.8125,0
2026-08-05 01:00:00,050201,050201-MICU,MICU,21,20,0,19,1,12,0,0.95,1
2026-08-05 01:00:00,050201,050201-SICU,SICU,15,13,1,10,2,12,0,0.8333,0
2026-08-05 01:00:00,050201,050201-CVICU,CVICU,13,12,0,7,5,12,0,0.5833,0
2026-08-05 01:00:00,050201,050201-SDU,SDU,23,21,1,20,0,12,0,1.0,1
2026-08-05 01:00:00,050201,050201-TELE,TELE,34,30,1,29,0,12,0,1.0,1
2026-08-05 01:00:00,050201,050201-PACU,PACU,11,10,0,9,1,12,0,0.9,1
2026-08-05 01:00:00,050201,050201-MS,MS,125,118,2,114,2,12,0,0.9828,1
2026-08-05 01:00:00,050201,050201-ONC,ONC,21,20,1,13,6,12,0,0.6842,0
2026-08-05 01:00:00,050201,050201-PEDS,PEDS,19,18,0,10,8,12,0,0.5556,0
2026-08-05 01:00:00,050201,050201-LD,LD,15,14,0,13,1,12,0,0.9286,1
2026-08-05 01:00:00,050201,050201-PP,PP,21,19,1,12,6,12,0,0.6667,0
2026-08-05 01:00:00,050201,050201-PSY,PSY,23,20,0,16,4,12,0,0.8,0
2026-08-05 01:00:00,030301,030301-MICU,MICU,14,14,0,14,0,7,0,1.0,1
2026-08-05 01:00:00,030301,030301-SDU,SDU,15,13,0,11,2,7,0,0.8462,0
2026-08-05 01:00:00,030301,030301-TELE,TELE,22,20,1,17,2,7,0,0.8947,1
2026-08-05 01:00:00,030301,030301-PACU,PACU,8,7,0,1,6,7,0,0.1429,0
2026-08-05 01:00:00,030301,030301-MS,MS,82,76,1,70,5,7,0,0.9333,1
2026-08-05 01:00:00,030301,030301-PEDS,PEDS,12,11,0,9,2,7,0,0.8182,0
2026-08-05 01:00:00,030301,030301-LD,LD,10,9,0,4,5,7,1,0.4444,0
2026-08-05 01:00:00,030301,030301-PP,PP,14,13,0,10,3,7,0,0.7692,0
2026-08-05 01:00:00,140401,140401-MICU,MICU,19,18,1,17,0,4,0,1.0,1
2026-08-05 01:00:00,140401,140401-SICU,SICU,14,13,0,12,1,4,0,0.9231,1
2026-08-05 01:00:00,140401,140401-CVICU,CVICU,12,11,0,8,3,4,0,0.7273,0
2026-08-05 01:00:00,140401,140401-SDU,SDU,20,19,0,18,1,4,0,0.9474,1
2026-08-05 01:00:00,140401,140401-TELE,TELE,31,30,1,28,1,4,0,0.9655,1
2026-08-05 01:00:00,140401,140401-PACU,PACU,10,9,0,3,6,4,0,0.3333,0
2026-08-05 01:00:00,140401,140401-MS,MS,112,101,4,84,13,4,0,0.866,1
2026-08-05 01:00:00,140401,140401-ONC,ONC,19,17,0,11,6,4,0,0.6471,0
2026-08-05 01:00:00,140401,140401-PEDS,PEDS,17,15,1,7,7,4,0,0.5,0
2026-08-05 01:00:00,140401,140401-LD,LD,14,13,0,7,6,4,0,0.5385,0
2026-08-05 01:00:00,140401,140401-PP,PP,19,17,1,12,4,4,0,0.75,0
2026-08-05 01:00:00,140401,140401-PSY,PSY,20,18,0,12,6,4,0,0.6667,0
2026-08-05 01:00:00,110501,110501-MICU,MICU,6,6,0,4,2,0,0,0.6667,0
2026-08-05 01:00:00,110501,110501-TELE,TELE,9,8,0,8,0,0,0,1.0,1
2026-08-05 01:00:00,110501,110501-PACU,PACU,4,4,0,4,0,0,0,1.0,1
2026-08-05 01:00:00,110501,110501-MS,MS,31,27,0,24,3,0,0,0.8889,1
2026-08-05 02:00:00,330101,330101-MICU,MICU,23,22,1,19,2,5,0,0.9048,1
2026-08-05 02:00:00,330101,330101-SICU,SICU,17,16,0,11,5,5,0,0.6875,0
2026-08-05 02:00:00,330101,330101-CVICU,CVICU,15,13,0,7,6,5,0,0.5385,0
2026-08-05 02:00:00,330101,330101-SDU,SDU,25,24,1,23,0,5,0,1.0,1
2026-08-05 02:00:00,330101,330101-TELE,TELE,38,35,1,32,2,5,0,0.9412,1
2026-08-05 02:00:00,330101,330101-PACU,PACU,13,12,0,5,7,5,0,0.4167,0
2026-08-05 02:00:00,330101,330101-MS,MS,139,130,2,103,25,5,0,0.8047,0
2026-08-05 02:00:00,330101,330101-ONC,ONC,23,21,1,12,8,5,0,0.6,0
2026-08-05 02:00:00,330101,330101-PEDS,PEDS,21,20,0,14,6,5,0,0.7,0
2026-08-05 02:00:00,330101,330101-LD,LD,17,16,0,8,8,5,0,0.5,0
