snapshot_datetime,facility_id,unit_id,unit_code,licensed_beds,staffed_beds,blocked_beds,occupied_beds,available_beds,pending_admissions,pending_discharges,occupancy_rate,is_at_capacity
2026-08-10 00:00:00,330101,330101-MICU,MICU,23,22,1,17,4,5,0,0.8095,0
2026-08-10 00:00:00,330101,330101-SICU,SICU,17,16,0,15,1,5,0,0.9375,1
2026-08-10 00:00:00,330101,330101-CVICU,CVICU,15,13,0,11,2,5,0,0.8462,0
2026-08-10 00:00:00,330101,330101-SDU,SDU,25,24,1,23,0,5,0,1.0,1
2026-08-10 00:00:00,330101,330101-TELE,TELE,38,35,1,30,4,5,1,0.8824,1
2026-08-10 00:00:00,330101,330101-PACU,PACU,13,12,0,7,5,5,0,0.5833,0
2026-08-10 00:00:00,330101,330101-MS,MS,139,130,2,114,14,5,0,0.8906,1
2026-08-10 00:00:00,330101,330101-ONC,ONC,23,21,1,15,5,5,0,0.75,0
2026-08-10 00:00:00,330101,330101-PEDS,PEDS,21,20,0,8,12,5,0,0.4,0
2026-08-10 00:00:00,330101,330101-LD,LD,17,16,0,6,10,5,0,0.375,0
2026-08-10 00:00:00,330101,330101-PP,PP,23,21,1,11,9,5,0,0.55,0
2026-08-10 00:00:00,330101,330101-PSY,PSY,25,23,1,9,13,5,0,0.4091,0
2026-08-10 00:00:00,330102,330102-MICU,MICU,34,33,1,32,0,14,0,1.0,1
2026-08-10 00:00:00,330102,330102-SICU,SICU,24,21,0,10,11,14,0,0.4762,0
2026-08-10 00:00:00,330102,330102-CVICU,CVICU,21,20,0,13,7,14,0,0.65,0
2026-08-10 00:00:00,330102,330102-NICU,NICU,18,16,1,15,0,14,0,1.0,1
2026-08-10 00:00:00,330102,330102-SDU,SDU,37,34,1,33,0,14,0,1.0,1
2026-08-10 00:00:00,330102,330102-TELE,TELE,55,49,0,49,0,14,0,1.0,1
2026-08-10 00:00:00,330102,330102-PACU,PACU,18,16,0,15,1,14,0,0.9375,1
2026-08-10 00:00:00,330102,330102-MS,MS,201,178,7,153,18,14,0,0.8947,1
2026-08-10 00:00:00,330102,330102-ONC,ONC,34,32,1,25,6,14,0,0.8065,0
2026-08-10 00:00:00,330102,330102-PEDS,PEDS,30,29,0,19,10,14,0,0.6552,0
2026-08-10 00:00:00,330102,330102-LD,LD,24,23,1,18,4,14,0,0.8182,0
2026-08-10 00:00:00,330102,330102-PP,PP,34,31,1,19,11,14,0,0.6333,0
2026-08-10 00:00:00,330102,330102-PSY,PSY,37,35,1,24,10,14,0,0.7059,0
2026-08-10 00:00:00,330102,330102-REHAB,REHAB,18,16,0,16,0,14,0,1.0,1
2026-08-10 00:00:00,050201,050201-MICU,MICU,21,20,0,20,0,10,0,1.0,1
2026-08-10 00:00:00,050201,050201-SICU,SICU,15,13,1,12,0,10,0,1.0,1
2026-08-10 00:00:00,050201,050201-CVICU,CVICU,13,12,0,12,0,10,0,1.0,1
2026-08-10 00:00:00,050201,050201-SDU,SDU,23,21,1,19,1,10,0,0.95,1
2026-08-10 00:00:00,050201,050201-TELE,TELE,34,30,1,29,0,10,0,1.0,1
2026-08-10 00:00:00,050201,050201-PACU,PACU,11,10,0,10,0,10,0,1.0,1
2026-08-10 00:00:00,050201,050201-MS,MS,125,118,2,104,12,10,0,0.8966,1
2026-08-10 00:00:00,050201,050201-ONC,ONC,21,20,1,12,7,10,0,0.6316,0
2026-08-10 00:00:00,050201,050201-PEDS,PEDS,19,18,0,10,8,10,0,0.5556,0
2026-08-10 00:00:00,050201,050201-LD,LD,15,14,0,12,2,10,0,0.8571,1
2026-08-10 00:00:00,050201,050201-PP,PP,21,19,1,8,10,10,0,0.4444,0
2026-08-10 00:00:00,050201,050201-PSY,PSY,23,20,0,12,8,10,0,0.6,0
2026-08-10 00:00:00,030301,030301-MICU,MICU,14,14,0,14,0,12,0,1.0,1
2026-08-10 00:00:00,030301,030301-SDU,SDU,15,13,0,12,1,12,1,0.9231,1
2026-08-10 00:00:00,030301,030301-TELE,TELE,22,20,1,19,0,12,0,1.0,1
2026-08-10 00:00:00,030301,030301-PACU,PACU,8,7,0,7,0,12,0,1.0,1
