snapshot_datetime,facility_id,unit_id,unit_code,licensed_beds,staffed_beds,blocked_beds,occupied_beds,available_beds,pending_admissions,pending_discharges,occupancy_rate,is_at_capacity
2026-08-07 00:00:00,330101,330101-MICU,MICU,23,22,1,21,0,20,0,1.0,1
2026-08-07 00:00:00,330101,330101-SICU,SICU,17,16,0,16,0,20,0,1.0,1
2026-08-07 00:00:00,330101,330101-CVICU,CVICU,15,13,0,13,0,20,0,1.0,1
2026-08-07 00:00:00,330101,330101-SDU,SDU,25,24,1,23,0,20,0,1.0,1
2026-08-07 00:00:00,330101,330101-TELE,TELE,38,35,1,34,0,20,0,1.0,1
2026-08-07 00:00:00,330101,330101-PACU,PACU,13,12,0,5,7,20,0,0.4167,0
2026-08-07 00:00:00,330101,330101-MS,MS,139,130,2,125,3,20,1,0.9766,1
2026-08-07 00:00:00,330101,330101-ONC,ONC,23,21,1,13,7,20,1,0.65,0
2026-08-07 00:00:00,330101,330101-PEDS,PEDS,21,20,0,14,6,20,0,0.7,0
2026-08-07 00:00:00,330101,330101-LD,LD,17,16,0,8,8,20,0,0.5,0
2026-08-07 00:00:00,330101,330101-PP,PP,23,21,1,17,3,20,0,0.85,1
2026-08-07 00:00:00,330101,330101-PSY,PSY,25,23,1,17,5,20,1,0.7727,0
2026-08-07 00:00:00,330102,330102-MICU,MICU,34,33,1,32,0,26,0,1.0,1
2026-08-07 00:00:00,330102,330102-SICU,SICU,24,21,0,20,1,26,0,0.9524,1
2026-08-07 00:00:00,330102,330102-CVICU,CVICU,21,20,0,14,6,26,0,0.7,0
2026-08-07 00:00:00,330102,330102-NICU,NICU,18,16,1,13,2,26,0,0.8667,1
2026-08-07 00:00:00,330102,330102-SDU,SDU,37,34,1,33,0,26,0,1.0,1
2026-08-07 00:00:00,330102,330102-TELE,TELE,55,49,0,47,2,26,0,0.9592,1
2026-08-07 00:00:00,330102,330102-PACU,PACU,18,16,0,16,0,26,0,1.0,1
2026-08-07 00:00:00,330102,330102-MS,MS,201,178,7,153,18,26,0,0.8947,1
2026-08-07 00:00:00,330102,330102-ONC,ONC,34,32,1,21,10,26,0,0.6774,0
2026-08-07 00:00:00,330102,330102-PEDS,PEDS,30,29,0,17,12,26,0,0.5862,0
2026-08-07 00:00:00,330102,330102-LD,LD,24,23,1,13,9,26,0,0.5909,0
2026-08-07 00:00:00,330102,330102-PP,PP,34,31,1,20,10,26,0,0.6667,0
2026-08-07 00:00:00,330102,330102-PSY,PSY,37,35,1,25,9,26,0,0.7353,0
2026-08-07 00:00:00,330102,330102-REHAB,REHAB,18,16,0,16,0,26,0,1.0,1
2026-08-07 00:00:00,050201,050201-MICU,MICU,21,20,0,19,1,5,0,0.95,1
2026-08-07 00:00:00,050201,050201-SICU,SICU,15,13,1,12,0,5,0,1.0,1
2026-08-07 00:00:00,050201,050201-CVICU,CVICU,13,12,0,11,1,5,1,0.9167,1
2026-08-07 00:00:00,050201,050201-SDU,SDU,23,21,1,20,0,5,0,1.0,1
2026-08-07 00:00:00,050201,050201-TELE,TELE,34,30,1,28,1,5,1,0.9655,1
2026-08-07 00:00:00,050201,050201-PACU,PACU,11,10,0,8,2,5,0,0.8,0
2026-08-07 00:00:00,050201,050201-MS,MS,125,118,2,102,14,5,0,0.8793,1
2026-08-07 00:00:00,050201,050201-ONC,ONC,21,20,1,12,7,5,0,0.6316,0
2026-08-07 00:00:00,050201,050201-PEDS,PEDS,19,18,0,12,6,5,0,0.6667,0
2026-08-07 00:00:00,050201,050201-LD,LD,15,14,0,9,5,5,0,0.6429,0
2026-08-07 00:00:00,050201,050201-PP,PP,21,19,1,13,5 mg,5,0,0.7222,0
2026-08-07 00:00:00,050201,050201-PSY,PSY,23,20,0,11,9,5,0,0.55,0
2026-08-07 00:00:00,030301,030301-MICU,MICU,14,14,0,12,2,11,0,0.8571,1
2026-08-07 00:00:00,030301,030301-SDU,SDU,15,13,0,13,0,11,0,1.0,1
2026-08-07 00:00:00,030301,030301-TELE,TELE,22,20,1,19,0,11,0,1.0,1
2026-08-07 00:00:00,030301,030301-PACU,PACU,8,7,0,6,1,11,0,0.8571,1
2026-08-07 00:00:00,030301,030301-MS,MS,82,76,1,73,2,11,1,0.9733,1
2026-08-07 00:00:00,030301,030301-PEDS,PEDS,12,11,0,11,0,11,0,1.0,1
2026-08-07 00:00:00,030301,030301-LD,LD,10,9,0,9,0,11,0,1.0,1
2026-08-07 00:00:00,030301,030301-PP,PP,14,13,0,13,0,11,0,1.0,1
2026-08-07 00:00:00,140401,140401-MICU,MICU,19,18,1,17,0,7,0,1.0,1
2026-08-07 00:00:00,140401,140401-SICU,SICU,14,13,0,12,1,7,0,0.9231,1
2026-08-07 00:00:00,140401,140401-CVICU,CVICU,12,11,0,9,2,7,0,0.8182,0
2026-08-07 00:00:00,140401,140401-SDU,SDU,20,19,0,17,2,7,0,0.8947,1
2026-08-07 00:00:00,140401,140401-TELE,TELE,31,30,1,27,2,7,1,0.931,1
2026-08-07 00:00:00,140401,140401-PACU,PACU,10,9,0,2,7,7,0,0.2222,0
2026-08-07 00:00:00,140401,140401-MS,MS,112,101,4,92,5,7,0,0.9485,1
2026-08-07 00:00:00,140401,140401-ONC,ONC,19,17,0,12,5,7,0,0.7059,0
