snapshot_datetime,facility_id,unit_id,unit_code,licensed_beds,staffed_beds,blocked_beds,occupied_beds,available_beds,pending_admissions,pending_discharges,occupancy_rate,is_at_capacity
2026-08-08 00:00:00,330101,330101-MICU,MICU,23,22,1,21,0,10,0,1.0,1
2026-08-08 00:00:00,330101,330101-SICU,SICU,17,16,0,16,0,10,0,1.0,1
2026-08-08 00:00:00,330101,330101-CVICU,CVICU,15,13,0,13,0,10,0,1.0,1
2026-08-08 00:00:00,330101,330101-SDU,SDU,25,24,1,23,0,10,0,1.0,1
2026-08-08 00:00:00,330101,330101-TELE,TELE,38,35,1,31,3,10,0,0.9118,1
2026-08-08 00:00:00,330101,330101-PACU,PACU,13,12,0,5,7,10,0,0.4167,0
2026-08-08 00:00:00,330101,330101-MS,MS,139,130,2,125,3,10,1,0.9766,1
2026-08-08 00:00:00,330101,330101-ONC,ONC,23,21,1,18,2,10,0,0.9,1
2026-08-08 00:00:00,330101,330101-PEDS,PEDS,21,20,0,14,6,10,0,0.7,0
2026-08-08 00:00:00,330101,330101-LD,LD,17,16,0,9,7,10,0,0.5625,0
2026-08-08 00:00:00,330101,330101-PP,PP,23,21,1,16,4,10,0,0.8,0
2026-08-08 00:00:00,330101,330101-PSY,PSY,25,23,1,15,7,10,0,0.6818,0
2026-08-08 00:00:00,330102,330102-MICU,MICU,34,33,1,32,0,27,0,1.0,1
2026-08-08 00:00:00,330102,330102-SICU,SICU,24,21,0,21,0,27,0,1.0,1
2026-08-08 00:00:00,330102,330102-CVICU,CVICU,21,20,0,19,1,27,0,0.95,1
2026-08-08 00:00:00,330102,330102-NICU,NICU,18,16,1,15,0,27,0,1.0,1
2026-08-08 00:00:00,330102,330102-SDU,SDU,37,34,1,33,0,27,0,1.0,1
2026-08-08 00:00:00,330102,330102-TELE,TELE,55,49,0,45,4,27,0,0.9184,1
2026-08-08 00:00:00,330102,330102-PACU,PACU,18,16,0,14,2,27,0,0.875,1
2026-08-08 00:00:00,330102,330102-MS,MS,201,178,7,166,5,27,0,0.9708,1
2026-08-08 00:00:00,330102,330102-ONC,ONC,34,32,1,31,0,27,0,1.0,1
2026-08-08 00:00:00,330102,330102-PEDS,PEDS,30,29,0,23,6,27,0,0.7931,0
2026-08-08 00:00:00,330102,330102-LD,LD,24,23,1,16,6,27,1,0.7273,0
2026-08-08 00:00:00,330102,330102-PP,PP,34,31,1,24,6,27,0,0.8,0
2026-08-08 00:00:00,330102,330102-PSY,PSY,37,35,1,30,4,27,1,0.8824,1
2026-08-08 00:00:00,330102,330102-REHAB,REHAB,18,16,0,16,0,27,0,1.0,1
2026-08-08 00:00:00,050201,050201-MICU,MICU,21,20,0,20,0,13,0,1.0,1
2026-08-08 00:00:00,050201,050201-SICU,SICU,15,13,1,12,0,13,0,1.0,1
2026-08-08 00:00:00,050201,050201-CVICU,CVICU,13,12,0,11,1,13,0,0.9167,1
2026-08-08 00:00:00,050201,050201-SDU,SDU,23,21,1,20,0,13,0,1.0,1
2026-08-08 00:00:00,050201,050201-TELE,TELE,34,30,1,29,0,13,0,1.0,1
2026-08-08 00:00:00,050201,050201-PACU,PACU,11,10,0,9,1,13,0,0.9,1
2026-08-08 00:00:00,050201,050201-MS,MS,125,118,2,112,4,13,0,0.9655,1
2026-08-08 00:00:00,050201,050201-ONC,ONC,21,20,1,14,5,13,0,0.7368,0
2026-08-08 00:00:00,050201,050201-PEDS,PEDS,19,18,0,13,5,13,0,0.7222,0
2026-08-08 00:00:00,050201,050201-LD,LD,15,14,0,9,5,13,0,0.6429,0
2026-08-08 00:00:00,050201,050201-PP,PP,21,19,1,14,4,13,0,0.7778,0
2026-08-08 00:00:00,050201,050201-PSY,PSY,23,20,0,12,8,13,0,0.6,0
2026-08-08 00:00:00,030301,030301-MICU,MICU,14,14,0,14,0,5,0,1.0,1
2026-08-08 00:00:00,030301,030301-SDU,SDU,15,13,0,13,0,5,0,1.0,1
2026-08-08 00:00:00,030301,030301-TELE,TELE,22,20,1,18,1,5,0,0.9474,1
2026-08-08 00:00:00,030301,030301-PACU,PACU,8,7,0,4,3,5,0,0.5714,0
2026-08-08 00:00:00,030301,030301-MS,MS,82,76,1,72,3,5,0,0.96,1
2026-08-08 00:00:00,030301,030301-PEDS,PEDS,12,11,0,10,1,5,0,0.9091,1
2026-08-08 00:00:00,030301,030301-LD,LD,10,9,0,9,0,5,0,1.0,1
2026-08-08 00:00:00,030301,030301-PP,PP,14,13,0,11,2,5,0,0.8462,0
2026-08-08 00:00:00,140401,140401-MICU,MICU,19,18,1,14,3,6,0,0.8235,0
2026-08-08 00:00:00,140401,140401-SICU,SICU,14,13,0,10,3,6,0,0.7692,0
2026-08-08 00:00:00,140401,140401-CVICU,CVICU,12,11,0,8,3,6,0,0.7273,0
2026-08-08 00:00:00,140401,140401-SDU,SDU,20,19,0,18,1,6,0,0.9474,1
2026-08-08 00:00:00,140401,140401-TELE,TELE,31,30,1,25,4,6,0,0.8621,1
2026-08-08 00:00:00,140401,140401-PACU,PACU,10,9,0,5,4,6,0,0.5556,0
2026-08-08 00:00:00,140401,140401-MS,MS,112,101,4,97,0,6,0,1.0,1
2026-08-08 00:00:00,140401,140401-ONC,ONC,19,17,0,12,5,6,0,0.7059,0
2026-08-08 00:00:00,140401,140401-PEDS,PEDS,17,15,1,9,5,6,0,0.6429,0
2026-08-08 00:00:00,140401,140401-LD,LD,14,13,0,8,5,6,0,0.6154,0
2026-08-08 00:00:00,140401,140401-PP,PP,19,17,1,12,4,6,0,0.75,0
2026-08-08 00:00:00,140401,140401-PSY,PSY,20,18,0,15,3,6,0,0.8333,0
2026-08-08 00:00:00,110501,110501-MICU,MICU,6,6,0,6,0,0,0,1.0,1
2026-08-08 00:00:00,110501,110501-TELE,TELE,9,8,0,8,0,0,0,1.0,1
2026-08-08 00:00:00,110501,110501-PACU,PACU,4,4,0,3,1,0,0,0.75,0
2026-08-08 00:00:00,110501,110501-MS,MS,31,27,0,25,2,0,0,0.9259,1
2026-08-08 01:00:00,330101,330101-MICU,MICU,23,22,1,21,0,9,0,1.0,1
2026-08-08 01:00:00,330101,330101-SICU,SICU,17,16,0,16,0,9,0,1.0,1
2026-08-08 01:00:00,330101,330101-CVICU,CVICU,15,13,0,12,1,9,1,0.9231,1
2026-08-08 01:00:00,330101,330101-SDU,SDU,25,24,1,23,0,9,0,1.0,1
2026-08-08 01:00:00,330101,330101-TELE,TELE,38,35,1,31,3,9,0,0.9118,1
2026-08-08 01:00:00,330101,330101-PACU,PACU,13,12,0,5,7,9,0,0.4167,0
2026-08-08 01:00:00,330101,330101-MS,MS,139,130,2,124,4,9,0,0.9688,1
2026-08-08 01:00:00,330101,330101-ONC,ONC,23,21,1,18,2,9,0,0.9,1
2026-08-08 01:00:00,330101,330101-PEDS,PEDS,21,20,0,13,7,9,0,0.65,0
2026-08-08 01:00:00,330101,330101-LD,LD,17,16,0,8,8,9,0,0.5,0
2026-08-08 01:00:00,330101,330101-PP,PP,23,21,1,16,4,9,0,0.8,0
2026-08-08 01:00:00,330101,330101-PSY,PSY,25,23,1,16,6,9,0,0.7273,0
2026-08-08 01:00:00,330102,330102-MICU,MICU,34,33,1,31,1,26,0,0.9688,1
2026-08-08 01:00:00,330102,330102-SICU,SICU,24,21,0,21,0,26,0,1.0,1
2026-08-08 01:00:00,330102,330102-CVICU,CVICU,21,20,0,19,1,26,0,0.95,1
2026-08-08 01:00:00,330102,330102-NICU,NICU,18,16,1,14,1,26,1,0.9333,1
2026-08-08 01:00:00,330102,330102-SDU,SDU,37,34,1,33,0,26,0,1.0,1
2026-08-08 01:00:00,330102,330102-TELE,TELE,55,49,0,43,6,26,0,0.8776,1
2026-08-08 01:00:00,330102,330102-PACU,PACU,18,16,0,14,2,26,0,0.875,1
2026-08-08 01:00:00,330102,330102-MS,MS,201,178,7,165,6,26,1,0.9649,1
2026-08-08 01:00:00,330102,330102-ONC,ONC,34,32,1,31,0,26,0,1.0,1
2026-08-08 01:00:00,330102,330102-PEDS,PEDS,30,29,0,23,6,26,0,0.7931,0
2026-08-08 01:00:00,330102,330102-LD,LD,24,23,1,17,5,26,0,0.7727,0
2026-08-08 01:00:00,330102,330102-PP,PP,34,31,1,23,7,26,0,0.7667,0
2026-08-08 01:00:00,330102,330102-PSY,PSY,37,35,1,30,4,26,0,0.8824,1
2026-08-08 01:00:00,330102,330102-REHAB,REHAB,18,16,0,16,0,26,0,1.0,1
2026-08-08 01:00:00,050201,050201-MICU,MICU,21,20,0,20,0,13,0,1.0,1
2026-08-08 01:00:00,050201,050201-SICU,SICU,15,13,1,12,0,13,0,1.0,1
2026-08-08 01:00:00,050201,050201-CVICU,CVICU,13,12,0,11,1,13,0,0.9167,1
2026-08-08 01:00:00,050201,050201-SDU,SDU,23,21,1,20,0,13,0,1.0,1
2026-08-08 01:00:00,050201,050201-TELE,TELE,34,30,1,29,0,13,0,1.0,1
2026-08-08 01:00:00,050201,050201-PACU,PACU,11,10,0,9,1,13,0,0.9,1
2026-08-08 01:00:00,050201,050201-MS,MS,125,118,2,112,4,13,0,0.9655,1
2026-08-08 01:00:00,050201,050201-ONC,ONC,21,20,1,14,5,13,0,0.7368,0
2026-08-08 01:00:00,050201,050201-PEDS,PEDS,19,18,0,13,5,13,0,0.7222,0
2026-08-08 01:00:00,050201,050201-LD,LD,15,14,0,9,5,13,0,0.6429,0
2026-08-08 01:00:00,050201,050201-PP,PP,21,19,1,14,4,13,0,0.7778,0
2026-08-08 01:00:00,050201,050201-PSY,PSY,23,20,0,12,8,13,0,0.6,0
2026-08-08 01:00:00,030301,030301-MICU,MICU,14,14,0,14,0,6,0,1.0,1
2026-08-08 01:00:00,030301,030301-SDU,SDU,15,13,0,13,0,6,0,1.0,1
2026-08-08 01:00:00,030301,030301-TELE,TELE,22,20,1,18,1,6,0,0.9474,1
2026-08-08 01:00:00,030301,030301-PACU,PACU,8,7,0,4,3,6,0,0.5714,0
2026-08-08 01:00:00,030301,030301-MS,MS,82,76,1,72,3,6,0,0.96,1
2026-08-08 01:00:00,030301,030301-PEDS,PEDS,12,11,0,10,1,6,0,0.9091,1
2026-08-08 01:00:00,030301,030301-LD,LD,10,9,0,9,0,6,0,1.0,1
2026-08-08 01:00:00,030301,030301-PP,PP,14,13,0,11,2,6,0,0.8462,0
2026-08-08 01:00:00,140401,140401-MICU,MICU,19,18,1,14,3,7,0,0.8235,0
2026-08-08 01:00:00,140401,140401-SICU,SICU,14,13,0,10,3,7,0,0.7692,0
2026-08-08 01:00:00,140401,140401-CVICU,CVICU,12,11,0,8,3,7,0,0.7273,0
2026-08-08 01:00:00,140401,140401-SDU,SDU,20,19,0,19,0,7,0,1.0,1
2026-08-08 01:00:00,140401,140401-TELE,TELE,31,30,1,22,7,7,3,0.7586,0
2026-08-08 01:00:00,140401,140401-PACU,PACU,10,9,0,6,3,7,0,0.6667,0
2026-08-08 01:00:00,140401,140401-MS,MS,112,101,4,97,0,7,0,1.0,1
2026-08-08 01:00:00,140401,140401-ONC,ONC,19,17,0,13,4,7,0,0.7647,0
2026-08-08 01:00:00,140401,140401-PEDS,PEDS,17,15,1,8,6,7,0,0.5714,0
2026-08-08 01:00:00,140401,140401-LD,LD,14,13,0,,5,7,0,0.6154,0
2026-08-08 01:00:00,140401,140401-PP,PP,19,17,1,11,5,7,0,0.6875,0
2026-08-08 01:00:00,140401,140401-PSY,PSY,20,18,0,16,2,7,0,0.8889,1
2026-08-08 01:00:00,110501,110501-MICU,MICU,6,6,0,6,0,0,0,1.0,1
2026-08-08 01:00:00,110501,110501-TELE,TELE,9,8,0,8,0,0,0,1.0,1
2026-08-08 01:00:00,110501,110501-PACU,PACU,4,4,0,3,1,0,0,0.75,0
2026-08-08 01:00:00,110501,110501-MS,MS,31,27,0,24,3,0,0,0.8889,1
2026-08-08 02:00:00,330101,330101-MICU,MICU,23,22,1,21,0,7,0,1.0,1
2026-08-08 02:00:00,330101,330101-SICU,SICU,17,16,0,16,0,7,0,1.0,1
2026-08-08 02:00:00,330101,330101-CVICU,CVICU,15,13,0,12,1,7,0,0.9231,1
2026-08-08 02:00:00,330101,330101-SDU,SDU,25,24,1,23,0,7,0,1.0,1
2026-08-08 02:00:00,330101,330101-TELE,TELE,38,35,1,31,3,7,0,0.9118,1
2026-08-08 02:00:00,330101,330101-PACU,PACU,13,12,0,5,7,7,0,0.4167,0
2026-08-08 02:00:00,330101,330101-MS,MS,139,130,2,121,7,7,2,0.9453,1
2026-08-08 02:00:00,330101,330101-ONC,ONC,23,21,1,18,2,7,0,0.9,1
2026-08-08 02:00:00,330101,330101-PEDS,PEDS,21,20,0,12,8,7,0,0.6,0
2026-08-08 02:00:00,330101,330101-LD,LD,17,16,0,9,7,7,0,0.5625,0
2026-08-08 02:00:00,330101,330101-PP,PP,23,21,1,17,3,7,0,0.85,1
2026-08-08 02:00:00,330101,330101-PSY,PSY,25,23,1,16,6,7,0,0.7273,0
2026-08-08 02:00:00,330102,330102-MICU,MICU,34,33,1,31,1,26,0,0.9688,1
2026-08-08 02:00:00,330102,330102-SICU,SICU,24,21,0,21,0,26,0,1.0,1
2026-08-08 02:00:00,330102,330102-CVICU,CVICU,21,20,0,18,2,26,1,0.9,1
2026-08-08 02:00:00,330102,330102-NICU,NICU,18,16,1,15,0,26,0,1.0,1
2026-08-08 02:00:00,330102,330102-SDU,SDU,37,34,1,33,0,26,0,1.0,1
2026-08-08 02:00:00,330102,330102-TELE,TELE,55,49,0,43,6,26,0,0.8776,1
2026-08-08 02:00:00,330102,330102-PACU,PACU,18,16,0,14,2,26,0,0.875,1
2026-08-08 02:00:00,330102,330102-MS,MS,201,178,7,165,6,26,0,0.9649,1
2026-08-08 02:00:00,330102,330102-ONC,ONC,34,32,1,30,1,26,0,0.9677,1
2026-08-08 02:00:00,330102,330102-PEDS,PEDS,30,29,0,23,6,26,0,0.7931,0
2026-08-08 02:00:00,330102,330102-LD,LD,24,23,1,17,5,26,0,0.7727,0
2026-08-08 02:00:00,330102,330102-PP,PP,34,31,1,23,7,26,0,0.7667,0
2026-08-08 02:00:00,330102,330102-PSY,PSY,37,35,1,30,4,26,0,0.8824,1
2026-08-08 02:00:00,330102,330102-REHAB,REHAB,18,16,0,16,0,26,0,1.0,1
2026-08-08 02:00:00,050201,050201-MICU,MICU,21,20,0,20,0,15,0,1.0,1
2026-08-08 02:00:00,050201,050201-SICU,SICU,15,13,1,12,0,15,0,1.0,1
2026-08-08 02:00:00,050201,050201-CVICU,CVICU,13,12,0,11,1,15,0,0.9167,1
2026-08-08 02:00:00,050201,050201-SDU,SDU,23,21,1,20,0,15,0,1.0,1
2026-08-08 02:00:00,050201,050201-TELE,TELE,34,30,1,29,0,15,0,1.0,1
2026-08-08 02:00:00,050201,050201-PACU,PACU,11,10,0,8,2,15,1,0.8,0
2026-08-08 02:00:00,050201,050201-MS,MS,125,118,2,114,2,15,0,0.9828,1
2026-08-08 02:00:00,050201,050201-ONC,ONC,21,20,1,14,5,15,0,0.7368,0
2026-08-08 02:00:00,050201,050201-PEDS,PEDS,19,18,0,13,5,15,0,0.7222,0
2026-08-08 02:00:00,050201,050201-LD,LD,15,14,0,9,5,15,0,0.6429,0
2026-08-08 02:00:00,050201,050201-PP,PP,21,19,1,14,4,15,0,0.7778,0
2026-08-08 02:00:00,050201,050201-PSY,PSY,23,20,0,12,8,15,0,0.6,0
2026-08-08 02:00:00,030301,030301-MICU,MICU,14,14,0,13,1,7,0,0.9286,1
2026-08-08 02:00:00,030301,030301-SDU,SDU,15,13,0,13,0,7,0,1.0,1
2026-08-08 02:00:00,030301,030301-TELE,TELE,22,20,1,18,1,7,0,0.9474,1
2026-08-08 02:00:00,030301,030301-PACU,PACU,8,7,0,4,3,7,0,0.5714,0
2026-08-08 02:00:00,030301,030301-MS,MS,82,76,1,71,4,7,0,0.9467,1
2026-08-08 02:00:00,030301,030301-PEDS,PEDS,12,11,0,9,2,7,0,0.8182,0
2026-08-08 02:00:00,030301,030301-LD,LD,10,9,0,9,0,7,0,1.0,1
2026-08-08 02:00:00,030301,030301-PP,PP,14,13,0,11,2,7,0,0.8462,0
2026-08-08 02:00:00,140401,140401-MICU,MICU,19,18,1,13,4,6,1,0.7647,0
2026-08-08 02:00:00,140401,140401-SICU,SICU,14,13,0,10,3,6,0,0.7692,0
2026-08-08 02:00:00,140401,140401-CVICU,CVICU,12,11,0,8,3,6,0,0.7273,0
2026-08-08 02:00:00,140401,140401-SDU,SDU,20,19,0,19,0,6,0,1.0,1
2026-08-08 02:00:00,140401,140401-TELE,TELE,31,30,1,23,6,6,0,0.7931,0
2026-08-08 02:00:00,140401,140401-PACU,PACU,10,9,0,7,2,6,0,0.7778,0
2026-08-08 02:00:00,140401,140401-MS,MS,112,101,4,96,1,6,1,0.9897,1
2026-08-08 02:00:00,140401,140401-ONC,ONC,19,17,0,13,4,6,0,0.7647,0
2026-08-08 02:00:00,140401,140401-PEDS,PEDS,17,15,1,8,6,6,0,0.5714,0
2026-08-08 02:00:00,140401,140401-LD,LD,14,13,0,8,5,6,0,0.6154,0
2026-08-08 02:00:00,140401,140401-PP,PP,19,17,1,11,5,6,0,0.6875,0
2026-08-08 02:00:00,140401,140401-PSY,PSY,20,18,0,16,2,6,0,0.8889,1
2026-08-08 02:00:00,110501,110501-MICU,MICU,6,6,0,6,0,0,0,1.0,1
2026-08-08 02:00:00,110501,110501-TELE,TELE,9,8,0,8,0,0,0,1.0,1
2026-08-08 02:00:00,110501,110501-PACU,PACU,4,4,0,3,1,0,0,0.75,0
2026-08-08 02:00:00,110501,110501-MS,MS,31,27,0,24,3,0,0,0.8889,1
2026-08-08 03:00:00,330101,330101-MICU,MICU,23,22,1,20,1,8,0,0.9524,1
2026-08-08 03:00:00,330101,330101-SICU,SICU,17,16,0,16,0,8,0,1.0,1
2026-08-08 03:00:00,330101,330101-CVICU,CVICU,15,13,0,12,1,8,0,0.9231,1
2026-08-08 03:00:00,330101,330101-SDU,SDU,25,24,1,23,0,8,0,1.0,1
2026-08-08 03:00:00,330101,330101-TELE,TELE,38,35,1,31,3,8,0,0.9118,1
2026-08-08 03:00:00,330101,330101-PACU,PACU,13,12,0,5,7,8,0,0.4167,0
